Symbol,Date,Close,High,Low,Open,Volume,Delta,Down_price,Up_price,RSI,Lowest_low,Highest_high,SO,R_percent,MACD,MACD_EMA,Price_Rate_Of_Change,OBV,Direction_prediction
AAPL,2022-01-28,170.3300018310547,170.35000610351562,162.8000030517578,165.7100067138672,179935700,11.110000610351562,0.0,11.110000610351562,63.00867163165037,154.6999969482422,177.17999267578125,69.52850468590171,-30.47149531409829,-1.1182729609920443,-1.1065928654917727,-0.0158317754504458,-581549800,1.0
AAPL,2022-01-31,174.77999877929688,175.0,169.50999450683594,170.16000366210938,115541600,4.449996948242188,0.0,4.449996948242188,70.88201354764747,154.6999969482422,177.17999267578125,89.32386853817651,-10.676131461823491,-0.4076801240732379,-0.9617128031877064,0.029328596219289,-466008200,1.0
AAPL,2022-02-01,174.61000061035156,174.83999633789062,172.30999755859375,174.00999450683594,86213900,-0.1699981689453125,0.1699981689453125,0.0,70.22318539699407,154.6999969482422,177.17999267578125,88.56764878170628,-11.432351218293716,0.1263270956035285,-0.7378023031511534,0.0504121103182113,-552222100,-1.0
AAPL,2022-02-02,175.83999633789062,175.8800048828125,173.3300018310547,174.75,84914300,1.2299957275390625,0.0,1.2299957275390625,72.36738565248224,154.6999969482422,176.6199951171875,96.44161111107243,-3.558388888927562,0.6081320666459646,-0.4624142413287003,0.0688712066705703,-467307800,1.0
AAPL,2022-02-03,172.89999389648438,176.24000549316406,172.1199951171875,174.47999572753906,89418100,-2.94000244140625,2.94000244140625,0.0,60.376597358438815,154.6999969482422,176.24000549316406,84.49391703019029,-15.506082969809713,0.7842844732178946,-0.2085003931716033,0.0645895572799764,-556725900,-1.0
AAPL,2022-02-04,172.38999938964844,174.10000610351562,170.67999267578125,171.67999267578125,82465400,-0.5099945068359375,0.5099945068359375,0.0,58.43852576051952,154.6999969482422,176.24000549316406,82.12625544931235,-17.873744550687636,0.8774043097502613,0.0118562209008505,0.0666378208008966,-639191300,-1.0
AAPL,2022-02-07,171.66000366210938,173.9499969482422,170.9499969482422,172.86000061035156,77251200,-0.7299957275390625,0.7299957275390625,0.0,55.49635181886522,154.6999969482422,176.24000549316406,78.73723298900715,-21.26276701099284,0.8910040053353043,0.1897365989183813,0.0743522654498343,-716442500,-1.0
AAPL,2022-02-08,174.8300018310547,175.35000610351562,171.42999267578125,171.72999572753906,74829200,3.1699981689453125,0.0,3.1699981689453125,64.46145572492256,154.6999969482422,176.24000549316406,93.45402459256783,-6.545975407432175,1.1005572330293203,0.3735965343275197,0.0948086865688642,-641613300,1.0
AAPL,2022-02-09,176.27999877929688,176.64999389648438,174.89999389648438,176.0500030517578,71285000,1.4499969482421875,0.0,1.4499969482421875,67.87680007678466,154.6999969482422,176.64999389648438,98.31437280806942,-1.6856271919305672,1.346942434272023,0.5697127969183023,0.1071473271435665,-570328300,1.0
AAPL,2022-02-10,172.1199951171875,175.47999572753906,171.5500030517578,174.13999938964844,90865900,-4.160003662109375,4.160003662109375,0.0,51.49463266946699,154.6999969482422,176.64999389648438,79.3621894801236,-20.6378105198764,1.2394353960357307,0.7044526806302216,0.0105089723882481,-661194200,-1.0
AAPL,2022-02-11,168.63999938964844,173.0800018310547,168.0399932861328,172.3300018310547,98670700,-3.4799957275390625,3.4799957275390625,0.0,41.76501916109965,157.02000427246094,176.64999389648438,59.1951159412066,-40.8048840587934,0.9020687993155718,0.7441634330937349,-0.0351298743136032,-759864900,-1.0
