close,datetime,high,low,open,symbol,volume
4567.0,1638248400000,4646.02001953125,4560.0,4640.25,^GSPC,6625990000.0
4513.0400390625,1638334800000,4652.93994140625,4510.27001953125,4602.81982421875,^GSPC,5366730000.0
4577.10009765625,1638421200000,4595.4599609375,4504.72998046875,4504.72998046875,^GSPC,5077180000.0
4538.43017578125,1638507600000,4608.02978515625,4495.1201171875,4589.490234375,^GSPC,5240070000.0
4591.669921875,1638766800000,4612.60009765625,4540.509765625,4548.3701171875,^GSPC,4770800000.0
4686.75,1638853200000,4694.0400390625,4631.97021484375,4631.97021484375,^GSPC,4492400000.0
4701.2099609375,1638939600000,4705.06005859375,4674.52001953125,4690.85986328125,^GSPC,4234600000.0
4667.4501953125,1639026000000,4695.259765625,4665.97998046875,4691.0,^GSPC,3903840000.0
4712.02001953125,1639112400000,4713.56982421875,4670.240234375,4687.64013671875,^GSPC,3870110000.0
4668.97021484375,1639371600000,4710.2998046875,4667.60009765625,4710.2998046875,^GSPC,4397230000.0
4634.08984375,1639458000000,4660.47021484375,4606.52001953125,4642.990234375,^GSPC,4485430000.0
4709.85009765625,1639544400000,4712.60009765625,4611.22021484375,4636.4599609375,^GSPC,4910130000.0
4668.669921875,1639630800000,4731.990234375,4651.89013671875,4719.1298828125,^GSPC,4829500000.0
4620.64013671875,1639717200000,4666.7001953125,4600.22021484375,4652.5,^GSPC,7987090000.0
4568.02001953125,1639976400000,4587.89990234375,4531.10009765625,4587.89990234375,^GSPC,4635700000.0
4649.22998046875,1640062800000,4651.14013671875,4583.16015625,4594.9599609375,^GSPC,4072430000.0
4696.56005859375,1640149200000,4697.669921875,4645.52978515625,4650.35986328125,^GSPC,3319610000.0
4725.7900390625,1640235600000,4740.740234375,4703.9599609375,4703.9599609375,^GSPC,2913040000.0
4791.18994140625,1640581200000,4791.490234375,4733.990234375,4733.990234375,^GSPC,2770290000.0
4786.35009765625,1640667600000,4807.02001953125,4780.0400390625,4795.490234375,^GSPC,2707920000.0
4793.06005859375,1640754000000,4804.06005859375,4778.080078125,4788.64013671875,^GSPC,2963310000.0
4778.72998046875,1640840400000,4808.93017578125,4775.330078125,4794.22998046875,^GSPC,3124950000.0
4766.18017578125,1640926800000,4786.830078125,4765.75,4775.2099609375,^GSPC,2677820000.0
4796.56005859375,1641186000000,4796.64013671875,4758.169921875,4778.14013671875,^GSPC,3831020000.0
4793.5400390625,1641272400000,4818.6201171875,4774.27001953125,4804.509765625,^GSPC,4683170000.0
4700.580078125,1641358800000,4797.7001953125,4699.43994140625,4787.990234375,^GSPC,4887960000.0
4696.0498046875,1641445200000,4725.009765625,4671.259765625,4693.39013671875,^GSPC,4295280000.0
4677.02978515625,1641531600000,4707.9501953125,4662.740234375,4697.66015625,^GSPC,4181510000.0
4670.2900390625,1641790800000,4673.02001953125,4582.240234375,4655.33984375,^GSPC,4511810000.0
4713.06982421875,1641877200000,4714.1298828125,4638.27001953125,4669.14013671875,^GSPC,4101590000.0
4726.35009765625,1641963600000,4748.830078125,4706.7099609375,4728.58984375,^GSPC,4048220000.0
4659.02978515625,1642050000000,4744.1298828125,4650.2900390625,4733.56005859375,^GSPC,4251730000.0
4662.85009765625,1642136400000,4665.1298828125,4614.75,4637.990234375,^GSPC,4338490000.0
4577.10986328125,1642482000000,4632.240234375,4568.7001953125,4632.240234375,^GSPC,4748700000.0
4532.759765625,1642568400000,4611.5498046875,4530.2001953125,4588.02978515625,^GSPC,4465740000.0
4482.72998046875,1642654800000,4602.10986328125,4477.9501953125,4547.35009765625,^GSPC,4640870000.0
4397.93994140625,1642741200000,4494.52001953125,4395.33984375,4471.3798828125,^GSPC,5589100000.0
4410.1298828125,1643000400000,4417.35009765625,4222.6201171875,4356.31982421875,^GSPC,6928110000.0
4356.4501953125,1643086800000,4411.009765625,4287.10986328125,4366.64013671875,^GSPC,5145050000.0
4349.93017578125,1643173200000,4453.22998046875,4304.7998046875,4408.43017578125,^GSPC,5570640000.0
4326.509765625,1643259600000,4428.740234375,4309.5,4380.580078125,^GSPC,5214200000.0
4431.85009765625,1643346000000,4432.72021484375,4292.4599609375,4336.18994140625,^GSPC,5031090000.0
4515.5498046875,1643605200000,4516.89013671875,4414.02001953125,4431.7900390625,^GSPC,5098610000.0
4546.5400390625,1643691600000,4550.490234375,4483.52978515625,4519.56982421875,^GSPC,4816830000.0
4589.3798828125,1643778000000,4595.31005859375,4544.31982421875,4566.39013671875,^GSPC,4481580000.0
4477.43994140625,1643864400000,4542.8798828125,4470.39013671875,4535.41015625,^GSPC,4401970000.0
